platform,store_name,review_text,tokens,food_score,price_score,service_score,atmosphere_score,general_score,category_total_score,category_total_label,food_label,price_label,service_label,atmosphere_label,general_label,food_matched_words,price_matched_words,service_matched_words,atmosphere_matched_words,general_matched_words
naver,각시보쌈,밥먹는 중에 찌개에서 이물질이 나와 사장님으로 보이는 분께 말씀드렸더니 참치에서 나올수있는 이물질이다라는 식의 말도안되는 이상한 핑계를 대시면서 그럴수도 있지라는 엉뚱한 대처로 적당히 대충 마무리 하시길래 정상적인 대화가 어려울거같아 그냥 리뷰로 남깁니다. 사과만 똑바로해주셨다면 워낙 유명한 집이고 항시 바쁜데다 보니 하시다보면 그럴수도있지라고 생각하고 넘어갈수있는 상황임에도 굳이 저렇게 이상한 응대를 하는건 상식적으로 좀 아닌거같습니다. 다들 식사하실때 이물질없는지 음식 잘보시고 확인하고 드시길.,먹다 찌개 물질 나오다 사장 보이다 말씀드리다 참치 나오다 물질 안되다 이상하다 핑계 대다 그렇다 엉뚱하다 대처 적당하다 대충 마무리 정상 대화 어리다 같다 그냥 리뷰 남기다 사과 똑바로 해주다 워낙 유명하다 항시 바쁘다 보다 보다 그렇다 생각 넘어가다 상황 굳이 저렇게 이상하다 응대 상식 아니다 같다 들다 식사 물질 음식 보다 확인 들다,1,0,-1,0,-6,-6,negative,positive,neutral,negative,neutral,negative,적당하다:1[token],,말씀드리다:0[token] 사과:-1[token],,안되다:-1[token] 이상하다:-1[token] 대충:-1[token] 바쁘다:-1[token] 굳이:-1[token] 상식:-1[token]
naver,각시보쌈,요즘 같은 고물가시대에 더 가치가 돋보이는 혜자스러운 보쌈집입니다.. 가성비 좋고 푸짐하고 맛있는 점심한끼 사먹기 딱 좋습니다.. 1인씩 보쌈고기가 따로 제공되서 위생적이기도 하고 모호한 양이 아닌 각각 정량이 제공되는 장점까지 있어요.. 그리고 함께 제공되는 참치김치찌개도 별미입니다.. 찌개만으로도 밥 한공기는 거뜬히 비울 맛입니다.. 보쌈 고기도 가브리살 부위로 제공되 잡내없고 아주 부드럽습니다... 거기다 카운터를 보는 키 큰 여자분 손님응대가 참 친절하세요.. 덕분에 늘 기분 좋게 식사 하고 갑니다..,요즘 같다 고물 가시대 가치 돋보이다 혜자 보쌈 이다 가성 좋다 푸다 맛있다 점심 먹기 좋다 보쌈 고기 따로 제공 위생 모호하다 아니다 각각 정량 제공 장점 함께 제공 참치 김치찌개 별미 이다 찌개 공기 거뜬하다 비우다 이다 보쌈 고기 가다 브리 부위 제공 잡다 아주 부드럽다 거기 카운터 보다 크다 여자 손님 응대 차다 친절하다 덕분 기분 좋다 식사 가다,5,4,2,0,2,13,positive,positive,positive,positive,neutral,positive,먹기 좋다:1[token] 별미 이다:1[token] 거뜬하다 비우다:1[token] 맛있다:1[token] 부드럽다:1[token],고물 가시대 가치:1[token] 가성 좋다:1[token] 혜자:1[token] 푸다:1[token],덕분 기분 좋다:1[token] 차다 친절하다:1[token],,혜자:1[token] 크다:1[token]
naver,각시보쌈,"브레이크 타임 끝나고 들어갔어요. 각시 정식. 항정살 수육과 두부와 참치가 들어간 김치찌개까지 나와서 배부른 한상 입니다. 상추 추가시 2,000원인데 고기와 상추 갯수가 같으니까 추가 주문할 일은 없을듯- 5시 이후엔 1인 정식 주문이 안될수 있으니 참고하세요.",브레이크 타임 끝나다 들어가다 각시 정식 항정살 수육 두부 참치 들어가다 김치찌개 나오다 배부르다 이다 상추 가시 고기 상추 갯수 같다 추가 주문 이후 정식 주문 안되다 참고,1,0,0,0,-1,0,neutral,positive,neutral,neutral,neutral,negative,배부르다:1[token],,,,안되다:-1[token]
naver,각시보쌈,3시간 지나니깐 나가라고 눈치줘요. 양심껏 술 시키고 안주시켰는데.. 기분 안좋게 쫒겨나다시피 나왔네요. 다신 안갈꺼에요. 3-4번 방문했는데. 이런 푸대접 처음이네요. 다신 안가요!!,지나 나가다 눈치 주다 양심 시키다 안주 시키다 기분 안좋다 쫒다 기다 나오다 다시다 갈다 방문 이렇다 푸대접 처음 다시다 알다,0,0,-1,0,-1,-2,negative,neutral,neutral,negative,neutral,negative,,,푸대접:-1[token],,기분 안좋다:-1[token]
naver,각시보쌈,평일 점심인데도 사람 정말 많아요 보쌈 너무 맛있어요,평일 점심 사람 정말 많다 보쌈 너무 맛있다,2,0,0,0,0,2,positive,positive,neutral,neutral,neutral,neutral,너무 맛있다:2[token],,,,
naver,각시보쌈,저는 보쌈을 별로 안 좋아합니다. 아내가 국밥류 전체.밀가루.물고기.양식.브런치.빵 등등을 별로 안 좋아해서 이것저것 제외하면 갈 곳이 별로 없습니다. T T,보쌈 별로 좋아하다 아내 국밥 전체 밀가루 물고기 양식 브런치 등등 별로 좋아하다 제외 갈다 별로,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,,,,,별로:-1[token] 좋아하다:1[token]
naver,각시보쌈,지인 추천으로 방문 금요일 갔더니 손님이 너무 많네요. 웨이팅이 있긴 했지만 음식이 맛있어서 또 갈듯.,지인 추천 방문 금요일 가다 손님 너무 많다 웨이팅 음식 맛있다 갈다,1,0,0,0,1,2,positive,positive,neutral,neutral,neutral,positive,음식 맛있다:1[token],,,,추천:1[token]
naver,각시보쌈,"올때마다 대기후 입장이었는데 대기없이 기분좋게 자리잡고, 벗과 함께 즐겁게 먹고 마시고 왔습니다 항정살 보쌈이라 부드럽고 입안에서 살살 녹는 식감 너무 좋아요",기후 입장 이다 대기 없이 기분 좋다 자리 잡고 함께 즐겁다 먹다 말다 오다 항정살 보쌈 부드럽다 입안 살살 녹다 식감 너무 좋다,2,0,1,1,4,8,positive,positive,neutral,positive,positive,positive,살살:1[token] 녹다:1[token],,대기 없이:1[token],보쌈 부드럽다:1[token],기분 좋다:1[token] 너무 좋다:2[token] 즐겁다:1[token]
naver,각시보쌈,근처 참손길 마사지왔다가 방문했어요 각시보쌈은 애매한시간에 오는게 꿀팁 고기야들야들 보쌈김치도 맛있고 찬도 많은데 이가격 안믿겨요ㅠㅠ 각시보쌈 가게 오래오래 해주세요 ❤️,근처 차다 손길 마사지 오다 방문 보쌈 애매하다 시간 오다 꿀팁 고기 야들야들 보쌈김치 맛있다 많다 가격 믿다 각시 보쌈 가게 오래오래 해주다,2,0,0,0,-1,1,positive,positive,neutral,neutral,neutral,negative,야들야들:1[token] 맛있다:1[token],,,,애매하다:-1[token]
naver,각시보쌈,보쌈이 먹고싶을때 첫번째로 생각나는 각시집~ 고기가 야들야들하고 씹을수록 고소해서 배가부른데도 끊임없이 들어가는맛 ㅎ보쌈+참치김치찌개는 환상궁합 웨이팅이 길어서 오래기다리는 불편함이 있지만 맛있으니까 😢,보쌈 먹다 생각나다 시집 고기 야들야들하다 씹다 고소하다 부르다 끊임없다 들어가다 보쌈 참치 김치찌개 환상 궁합 웨이팅 기다 오래 기다리다 불편하다 맛있다,3,0,0,-2,0,1,positive,positive,neutral,neutral,negative,neutral,야들야들하다:1[token] 고소하다:1[token] 맛있다:1[token],,,오래 기다리다:-1[token] 불편하다:-1[token],오래 기다리다:-1[token] 환상:1[token] 궁합:1[token] 불편하다:-1[token]
naver,각시보쌈,합정동에 추천받아서 간 보쌈집입니다 월요일 7시 25분쯤에 도착햇는데 앞에 웨이팅 3팀 있었고 10분가량 기다린 후 들어갓습니다 보쌈 반반중짜에 막국수소짜 시켯는데 남2여1조합으로 배부르게 맛있게 먹었어요 또한 공깃밥 시키면 서비스로 김치찌개를 주시는데 김치찌개가 킥입니다 추천드려요,합정동 추천 받다 보쌈 이다 월요일 도착 늘다 웨이 기다리다 들다 습니 보쌈 반중 짜다 막국수 짜다 늘다 배부르다 맛있다 먹다 또한 깃밥 시키다 서비스 김치찌개 주다 김치찌개 이다 추천 드리다,1,0,0,0,2,3,positive,positive,neutral,neutral,neutral,positive,맛있다 먹다:1[token] 짜다:-1[token] 배부르다:1[token],,,,추천 드리다:1[token] 추천:1[token]
naver,각시보쌈,"맛좋은 각시보쌈 부위가 앞다리 또는 뒷다리가 아닌 항정살부위인듯... 맛 좋습니다. 상추와 김치, 절임배추는 추가금액이 붇는듯 하지만 무말랭이는 추가금없이 더 주시네요~ 반반보쌈 33,000원",좋다 각시 보쌈 부위 앞다리 또는 뒷다리 아니다 항정 살부 위인 좋다 상추 김치 절임 배추 추가 금액 붇는듯 말랭이 추가 없이 주다 보쌈,0,0,0,0,1,1,positive,neutral,neutral,neutral,neutral,positive,,,,,좋다:1[token]
naver,각시보쌈,"오픈런해서 먹음, 근데 너무 불친절하고 양도 적음 메뉴도 헷갈리셔서 시키지도 않은게 나오고.. 그랬음 다른 매장은 보쌈시키면 서비스로 막국수가 나오는데 여긴 더 비싸면서 불친절하기만 함",오픈 먹음 근데 너무 불친절하다 양도 적다 메뉴 헷갈리다 시키다 않다 나오다 그렇다 다른 매장 보쌈 시키다 서비스 막국수 나오다 여기다 비싸다 불친절하다,0,-2,-3,0,-2,-7,negative,neutral,negative,negative,neutral,negative,,적다:-1[token] 비싸다:-1[token],너무 불친절하다:-2[token] 불친절하다:-1[token],,적다:-1[token] 헷갈리다:-1[token]
naver,각시보쌈,"전엔 이러지 않았는데 서비스 너무 엉망입니다. 다신 안갑니다. 1) 벨이 없는 것까진 이해하나, 적어도 부르고 알겠다고 했음 와야하는 거 아닌가요? 결국 직접 가서 요청했습니다. 그리고 직원분 하는 말 들었는데 ""아 포장해달래?""라고 하시더군요. 그럼 저희가 부른 걸 인지하고 있었다는 건데 왜 그리 행동 하세요? 2) 전에는 콩나물국 리필하면 콩나물까지 다시 떠서 갔다 줬는데 오늘은 달라고 하니 그냥 주전자 가지고 와서 국물만 왕창 리필(한번 리필했습니다) 3) 남은 거 포장 요청하니 앞에서 장갑 끼고 막고 그리고 상식적으로 손님 포장해줄 용기를 본인 앞치마에 대고 있음 어떡합니다? 여긴 직원들 위생 교육도 안시키나요? 숟가락 젓가락엔 뭐가 많이 묻어있던데 세척한 거 맞나요? 안묻어있는거 찾는라 힘들었음",이르다 않다 서비스 너무 엉망 이다 다시다 가다 이해 하나 적어도 부르다 알다 오다 야하다 아니다 결국 직접 가다 요청 직원 들다 포장 해달 그렇다 저희 부르다 인지 그리다 행동 콩나물국 피다 콩나물 다시 뜨다 가다 주다 오늘 달라 하니 그냥 주전자 가지 오다 국물 왕창 리필 한번 리필 남다 포장 요청 장갑 막다 상식 손님 포장 해주다 용기 본인 앞치마 대고 어떡하다 여기다 직원 위생 교육 시키다 숟가락 젓가락 많이 묻다 세척 맞다 묻다 찾다 힘들다,0,0,0,0,-4,-4,negative,neutral,neutral,neutral,neutral,negative,,,,,엉망:-1[token] 상식:-1[token] 교육:-1[token] 힘들다:-1[token]
naver,각시보쌈,포장해서만 먹다가 드디어 점심에 방문해서 정식을 먹어봤습니다. 정말 가성비 짱!!!! 수육은 당연히 맛있구요. 김치찌개도 넘 맛있어요. 김치찌개만 있어도 공기밥 뚝딱인데 수육까지ㅠㅠ 너무 맛있어서 감동입니다. 잘먹었어요. 와이프가 또 오자고 하네요ㅎㅎㅎ,포장 먹다 드디어 점심 방문 정식 먹다 보다 정말 가성 수육 당연하다 맛있다 김치찌개 넘다 맛있다 김치찌개 공기밥 뚝딱 수육 너무 맛있다 감동 이다 먹다 와이프 오자,3,0,0,0,3,6,positive,positive,neutral,neutral,neutral,positive,너무 맛있다:2[token] 맛있다:1[token],,,,가성:1[token] 뚝딱:1[token] 감동:1[token]
naver,각시보쌈,"적당한 식감의 맛과 퀄리티를 모두 갖춘 가브리살 보쌈정식은 웨이팅도 기꺼이 감내하는 최고의 가성비를 뽐낸다. □ 보쌈정식 인당 10,500원 ■ 주차불가",적당하다 식감 퀄리티 모두 갖추다 가다 브리 보쌈 정식 웨이팅 기꺼이 가다 최고 가성 뽐내다 보쌈 정식 이다 주차 불가,1,0,0,0,2,3,positive,positive,neutral,neutral,neutral,positive,적당하다:1[token],,,,최고:1[token] 가성:1[token] 뽐내다:1[token] 불가:-1[token]
naver,각시보쌈,평일 점심에 사람 많은데 회전율 빨라서 대기 10분 정도,평일 점심 사람 많다 회전 대기 정도,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,,,,,
naver,각시보쌈,4시 30분까지 브레이크 타임이라 4시부터 줄서서 '첫 번째'로 대기하고 있었는데 입장해서 제일 구석으로 안내받고 나머지 뒤에 있던 사람들도 우루루 들어오더니 저희부터 주문 받지도 않고 '20번째'에 있던 사람이 가운데 젤 보이는 데 앉아있으니까 서빙 아주머니가 거기부터가서 주문받고 음식도 그 사람꺼가 제일 먼저 나오고 저희는 반찬도 안나오고 주문받고도 한참동안 음식 먹지도 못했습니다. 무슨 대기줄은 왜 서는 거고? 20번째 들어온 사람은 먼저 먹고..음식 먹는 게 무슨 운빨인가요? 20번째 사람이 먼저 불러서 거기로 먼저 갔다고 하시는데 이게 무슨 희한한 시스템입니까? 주문 받던 아줌마는 궁시렁대고....너무 기분 나빠서 음식이고 뭐고 다 먹기 싫어졌어요. 시스템부터 다시 잡고 장사 해야할거 같네요.,브레이크 타임 서서 대기 입장 제일 구석 안내받다 나머지 사람 우루루 들어오다 저희 주문 받다 않다 사람 가운데 보이다 앉다 서빙 아주머니 거기 서다 주문 받다 음식 사람 제일 먼저 나오다 저희 반찬 나오다 주문 받다 한참 동안 음식 먹다 무슨 대다 서다 들어오다 사람 먼저 먹다 음식 먹다 무슨 운빨 사람 먼저 불다 거기 먼저 가다 무슨 희한하다 시스템 주문 받다 아줌마 시렁 대고 너무 기분 나쁘다 음식 먹기 싫어지다 시스템 다시 잡고 장사 같다,0,0,-2,0,-3,-5,negative,neutral,neutral,negative,neutral,negative,,,기분 나쁘다:-2[token],,불다:-1[token] 희한하다:-1[token] 싫어지다:-1[token]
naver,각시보쌈,전 보쌈을 즐기는 사람이 아닙니다만...비 공식 기록상 이집 거의 30번 정도는 오지 않았을까 싶습니다,보쌈 즐기다 사람 아니다 공식 기록 이집 거의 정도 오지 않다 싶다,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,,,,,
naver,각시보쌈,주말에 저녁시간 웨이팅 40분 정도 했고 음식은 빨리 나왔어요 맛있게 먹었습니다! ☺️,주말 저녁 시간 웨이 정도 음식 빨리 나오다 맛있다 먹다,1,0,0,0,0,1,positive,positive,neutral,neutral,neutral,neutral,맛있다 먹다:1[token],,,,
naver,각시보쌈,아내가 보쌈을 좋아해서 지금까지 이 집만 20번 이상 왔습니다. 근데 돌아서서 생각해 보니 저는 보쌈을 좋아하는 사람도 아니고 인생에서 혼자 자발적으로 보쌈을 사 먹은 적이 없습니다. 그리고 오늘 알게 된 사실인데 아들까지 보쌈을 좋아했었네요. 비상입니다 비상,아내 보쌈 좋아하다 지금 이상 오다 근데 돌아서다 생각 보다 보쌈 좋아하다 사람 아니다 인생 혼자 자발 보쌈 먹다 오늘 사실 아들 보쌈 좋아하다 비상 이다 비상,0,0,0,0,1,1,positive,neutral,neutral,neutral,neutral,positive,,,,,좋아하다:1[token]
naver,각시보쌈,"음식맛은 보통 이상이었지만, 점심때 손님이 워낙 많아 매장이 혼잡하고 종업원들이 넘쳐나는 뒷정리에 멘탈이 나갔는지 궁시렁 거리고 투덜대고 신경질적으로 식탁정리 하길래, 손님이 옆에서 식사중인데 더무한것 아니냐고 한마디 쏴붙였더니 죄송합니다라고 사과는 하는데...이미 밥맛 입맛 다 떨어지고 분위기만 망쳤음. 계산할때 컴플레인 했더니 사과는 하시는데...글세....이런 환경속에서 개선이 될런지는 확신이 안서네요. 다시 가라면 망설일것 같아요. 이정도 맛집은 흔하니까요.",음식 보통 이상 이다 점심때 손님 워낙 많다 매장 혼잡하다 종업원 넘치다 뒷정리 멘탈 나가다 시렁 거리 투덜대다 신경질 식탁 정리 손님 식사 무한 아니다 한마디 쏘다 붙이다 죄송하다 사과 이미 밥맛 입맛 떨어지다 분위기 망치다 계산 플레인 사과 글세 이렇다 환경 개선 될런 확신 서다 다시 가라 망설이다 같다 이정 맛집 흔하다,0,0,-2,-1,-4,-7,negative,neutral,neutral,negative,negative,negative,입맛 떨어지다:-1[token] 맛집:1[token],,죄송하다:-1[token] 사과:-1[token],혼잡하다:-1[token],투덜대다:-1[token] 신경질:-1[token] 망치다:-1[token] 흔하다:-1[token]
naver,각시보쌈,"월요일이라 웨이팅이 많지 않았습니다ㅎㅎ 여긴 항상 인기가 많아서 금,토에는 20-30분 정도 웨이팅 할 수도 있어요!! n번째 방문하고 있는데 항상 jmt...",월요일 웨이팅 많다 않다 여기다 항상 인기 많다 정도 웨이 수도 방문 항상,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,,,,,
naver,각시보쌈,말이 안 되는 푸짐함이에요. 참치김치찌개는 좀 양이 많은 것 같기도 해서 1인은 절반만 주셔도 될 것 같긴 한데. 특히 여성분이면 쯔양 같은 사람 아니면 분명히 다 못 먹을 듯. 오래 장사하셨으니까 이것도 이유가 있는 거겠죠? 항상 사람이 많아서 대기는 조금 하셔야 될 수도 있어요.,푸다 짐함 참치 김치찌개 많다 같다 절반 주다 같다 특히 성분 쯔양 같다 사람 아니다 분명하다 먹다 오래 장사 이유 겠다 항상 사람 많다 대기 조금 수도,0,1,0,0,0,1,positive,neutral,positive,neutral,neutral,neutral,,푸다:1[token],,,
naver,각시보쌈,합정에서 유명하다고 해서 들렸네요~ 반찬도 구성도 너무 알찼습니다. 모두 맛있었네요. 가격도 만원이라 기분 좋았습니다. 잘 먹었습니다.,합정 유명하다 들리다 반찬 구성 너무 알차다 모두 맛있다 가격 만원 기분 좋다 자다 먹다,1,0,0,0,3,4,positive,positive,neutral,neutral,neutral,positive,맛있다:1[token],,,,기분 좋다:1[token] 자다 먹다:1[token] 알차다:1[token]
naver,각시보쌈,여기는 예약 안되어요 예약이 안되지만 인원수 많으면 미리 꼭 연락해보시고 가셔야 음식 떨어지지 않았는지(?!)알고 허탕치지 않고 갈 수 있습니다~ 맛집이어서 갈때마다 늘 사람 많았어요 점심 바쁜시간 살짝 지나서 가니 다행히 자리가 있어서 기다리지 않고 들어갔고 음식도 빨리 나왔어요. 이가격에 이런 밥상이라니~ 오래오래 번창하세요,여기다 예약 안되다 예약 안되다 인원 많다 미리 연락 해보다 갈다 음식 떨어지다 않다 허탕 않다 갈다 맛집 갈다 사람 많다 점심 바쁘다 시간 살짝 지나다 가다 다행하다 자리 기다리다 않다 들어가다 음식 빨리 나오다 가격 이렇다 밥상 오래오래 번창,1,0,0,0,-2,-1,negative,positive,neutral,neutral,neutral,negative,맛집:1[token],,,,안되다:-1[token] 떨어지다:-1[token] 바쁘다:-1[token] 다행하다:1[token]
naver,각시보쌈,포장하러 집에서 차타고 40분 달려 왔습니다. 거리가 좀 있지만 매우 만족!! 가성비 너무 좋구요. 보쌈 너무 맛있어요. 반찬들도 깔끔하게 잘 나옵니다.,포장 타고 달다 오다 거리 매우 만족 가성 너무 좋다 보쌈 너무 맛있다 반찬 깔끔하다 자다 나오다,3,0,0,0,5,8,positive,positive,neutral,neutral,neutral,positive,너무 맛있다:2[token] 반찬 깔끔하다:1[token],,,,매우 만족:2[token] 너무 좋다:2[token] 가성:1[token]
naver,각시보쌈,점심한정메뉴인 1만원짜리 각시정식(보쌈정식)이 구성도 알차고 양도 넉넉하고 맛도 참 괜찮아 푸짐하고 만족스러운 점심한끼를 먹을수 있습니다.. 보쌈 고기는 부드러운 가브리살 부위고 여럿이 시켜도 한접시에 같이 나오는게 아니라 1인분씩 각자 별도로 제공되 위생적이기도 하고 모호한 양이 아닌 일정하게 정량이 제공되는 것도 큰 장점 입니다.. 그리고 함께 제공되는 참치김치찌개도 맛이 참 괜찮고 요즘 같이 추운겨울 날씨에 먹기 딱 좋습니다.. 가성비로는 단연 압도적이고 음식맛도 괜찮고 거기다 눈치 안보고 혼밥하기 좋고 직원분도 참 친절한 합정쪽에선 완전 강추하는 식당입니다..,점심 한정 메뉴인 각시 정식 보쌈 정식 구성 알차다 양도 넉넉하다 차다 괜찮다 푸다 만족스럽다 점심 먹다 보쌈 고기 부드럽다 가다 브리 부위 여럿 시키다 접시 같이 나오다 아니다 인분 각자 별도 제공 위생 모호하다 아니다 일정하다 정량 제공 크다 장점 이다 함께 제공 참치 김치찌개 차다 괜찮다 요즘 같이 추다 겨울 날씨 먹기 좋다 가성 단연 압도 음식 괜찮다 거기 눈치 안보 혼밥 좋다 직원 차다 친절하다 합정쪽 완전 추하다 식당 이다,3,2,1,0,7,13,positive,positive,positive,positive,neutral,positive,고기 부드럽다:1[token] 먹기 좋다:1[token] 음식 괜찮다:1[token],넉넉하다:1[token] 푸다:1[token],차다 친절하다:1[token],,알차다:1[token] 넉넉하다:1[token] 괜찮다:1[token] 만족스럽다:1[token] 크다:1[token] 가성:1[token] 좋다:1[token]
naver,각시보쌈,웨이팅이 넘 길어서 포장으로 먹었는데 고기는 부드럽고 김치는 달짝지근하면서 식감이 좋아요 배추 상추 젓갈 홍어 등 다 신선합니다,웨이팅 넘다 기다 포장 먹다 고기 부드럽다 김치 달짝지근하다 식감 좋다 배추 상추 젓갈 홍어 신선하다,4,0,0,0,0,4,positive,positive,neutral,neutral,neutral,neutral,고기 부드럽다:1[token] 식감 좋다:1[token] 달짝지근하다:1[token] 신선하다:1[token],,,,
naver,각시보쌈,정식 1인에 1만원 보쌈이랑 참치김치찌개 줌 찌개는 혼자와도 둘이와도 넷이와도 동일한 양! 그리고 4인석테이블에 혼자 앉음! 점심에 혼자오는거 싫을수도있을텐데 뭐라하지 않았음! 나 앞에도 혼자온 손님인데 합석하라 하지 않아서 좋았음! 보쌈김치는 무말랭이도 있고 배추도 있었다,정식 보쌈 참치 김치찌개 찌개 혼자 두다 넷이 동일하다 테이블 혼자 앉다 점심 혼자 오다 싫다 뭐라다 않다 혼자 손님 하라 않다 좋다 보쌈김치 말랭이 배추,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,,,,,싫다:-1[token] 좋다:1[token]
naver,각시보쌈,"요기 보쌈 고기 진짜 맛있어요. 항정살로 해서 식어도 딱딱하지 않고, 쫄깃해서 맛있습니다. 평일 4시 20분에 갔어요. 브레이크 타임이 4시 30분까지입니다. 갔더니 앞에 손님들이 많이 계시더라구요. 4시 30분에 문 열어주셔서 다들 우루루루~ 들어가셨는데 전체 좌석의 2/3 정도 찼습니다. 5시 정도 되니까 전 좌석이 거의 다 찼고 5시 30분이 안되어서 웨이팅이 시작되었습니다. 둘이서 굴보쌈 대자로 1개 시켰는데 고기는 대자가 맞는데, 굴무침은 소자더라구요. 양이 너무 적어서 생굴 한접시 더 추가주문했는데 그래도 굴을 다 먹었는데도 고기가 남았습니다. 두분이서 가서 굴보쌈 드시고싶으면 굴보쌈 소자에 생굴이나 굴무침 추가해서 드세요. 옷 보관할데가 없어서 겁나 불편합니다. 옷 껴입고 먹어야해요.",요기 보쌈 고기 진짜 맛있다 항정 살로 식다 딱딱하다 않다 쫄깃해 맛있다 평일 가다 브레이크 타임 가다 손님 많이 계시다 열다 들다 우루루 들어가다 전체 좌석 정도 차다 정도 좌석 거의 차다 안되다 웨이팅 시작 되어다 둘이서 보쌈 대자 시키다 고기 대자 맞다 무치다 소자 덥다 너무 적다 생굴 접시 추가 주문 그래도 먹다 고기 남다 가다 보쌈 들다 보쌈 소자 생굴 무치다 추가 들다 보관 겁나다 불편하다 끼다 입다 먹다 야하다,2,-1,0,-1,-4,-4,negative,positive,negative,neutral,negative,negative,진짜 맛있다:2[token] 식다:-1[token] 딱딱하다:-1[token] 쫄깃해:1[token] 맛있다:1[token],적다:-1[token],,불편하다:-1[token],안되다:-1[token] 덥다:-1[token] 적다:-1[token] 불편하다:-1[token]
naver,각시보쌈,"전설의 각시보쌈. 실로 오랜만의 방문. 여긴 장난이 아님. 식감 및 맛 최고, 양 최고, 사이드 메뉴 다양성 및 맛 최고, 가격 저렴, 친절, 긴 영업 시간. 오후 2시 넘어 갔음에도 거의 만석. 오가다 보면, 영업 시간 전부터 길고 긴 대기 행렬.",전설 각시 보쌈 실로 방문 여기다 장난 아니다 식감 최고 최고 사이드 메뉴 다양성 최고 가격 저렴 친절 기다 영업 시간 오후 넘다 가다 거의 만석 오가다 보다 영업 시간 길다 기다 대기 행렬,0,1,1,0,0,2,positive,neutral,positive,positive,neutral,neutral,,저렴:1[token],친절:1[token],,시간 길다:-1[token] 최고:1[token]
naver,각시보쌈,보쌈정식은 가성비 좋아요 합정 근처 오게 되면 먹고 갈만함 직원이 친절하진 않은듯.. 굳이 이거 먹으려고 멀리서 방문할 정도는 아님!,보쌈 정식 가성 좋다 합정 근처 오다 먹다 갈다 직원 친절하다 않다 굳이 먹다 멀리 방문 정도 아니다,0,1,1,0,-1,1,positive,neutral,positive,positive,neutral,negative,,가성 좋다:1[token],직원 친절하다:1[token],,굳이:-1[token]
naver,각시보쌈,친구데리고가서 정식 맛잇어요 담엔 보쌈으로 도전하겠습니다,친구 데리다 정식 잇다 보쌈 도전,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,,,,,
naver,각시보쌈,고기가 너무 부드럽고 곁들임 무침들이 상큼해서 정신없이 먹었습니다. 양도 많고 싸서 자주 갈 것 같습니다,고기 너무 부드럽다 곁들이다 무치다 들이다 상큼 정신없이 먹다 양도 많다 싸다 자주 갈다 같다,3,2,0,-1,1,5,positive,positive,positive,neutral,negative,positive,너무 부드럽다:2[token] 상큼:1[token],양도 많다:1[token] 싸다:1[token],,정신없이:-1[token],곁들이다:1[token]
naver,각시보쌈,한때는 진짜 맛집이었는데 요즘 이정도 맛집은 흔해진 느낌. 굴보쌈에 굴은 거의 없음. 생굴 따로 시키세요~ 보쌈정식 가성비는 여전히 최고네요.,진짜 맛집 이다 요즘 이정 맛집 흔하다 느낌 보쌈 거의 생굴 따로 시키다 보쌈 정식 가성 비다 여전하다 최고,3,0,0,0,2,5,positive,positive,neutral,neutral,neutral,positive,진짜 맛집:2[token] 맛집:1[token],,,,흔하다:-1[token] 가성:1[token] 여전하다:1[token] 최고:1[token]
naver,각시보쌈,보쌈 자체는 맛있습니다. 근데 불친절해서 두번 가고 싶진 않은 식당이네요~ 그런 리뷰들이 많던데 정말이네요! 다른 테이블보다 먼저 시켰는데 한참 늦게 나와도 미안하다는 말 한번 없으시고 물 엎지르고도 사과 한번 없으시더라구요. 불친절해도 괜찮다는 분들만 가셔요..,보쌈 자체 맛있다 근데 불친절하다 가다 싶다 않다 식당 그렇다 리뷰 많다 정말 다른 테이블 먼저 시키다 한참 늦다 미안하다 한번 지르다 사과 한번 불친절하다 괜찮다 갈다,1,0,-2,0,-1,-2,negative,positive,neutral,negative,neutral,negative,맛있다:1[token],,불친절하다:-1[token] 사과:-1[token],,늦다:-1[token] 미안하다:-1[token] 괜찮다:1[token]
naver,각시보쌈,"이 근처에서 1만원 정식 가성비 정말 좋은 곳. 위의 사진에 + 김치찌개까지… 친절은 안할 수 있지만 이 정도면 굿! 가끔씩 오지만 점심, 식사시간때 사람들이 항상 많은 거 같다.",근처 정식 가성 정말 좋다 사진 김치찌개 친절 정도 가끔 오지 점심 식사 시간 사람 항상 많다 같다,0,0,1,0,3,4,positive,neutral,neutral,positive,neutral,positive,,,친절:1[token],,정말 좋다:2[token] 가성:1[token]
